,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
11736,1151,,Adobe After Effects,Lettrage animé dans Adobe After Effects,BienvenueInspirationPROJET DE CLASSED buter avec IllustratorTra age des lettresAjuster le chemin de vos lettresSe pr parer   l'animationAjouter des connecteurs et des extensionsImporter des fichiers d'IA dans AEChemins TrimLettrage sans texteDonner de l'aisanceAnimer des connecteurs et des extensionsAjouter de la textureImporter un fichier  psdAnimer un lettrage qui a de la textureMASQUAGEAjouter des couleursAnimer l'ext rieurExporter  le rendu Synth se,-1,Skillshare,"Taught by
Megan Friesth",French,-1.0,https://www.classcentral.com/course/skillshare-lettrage-anime-dans-adobe-after-effects-34933
11738,1153,,Python,Guide de programmation Python pour débutants,IntroductionPourquoi PythonInstallation de Python et Python PycharmVariables et types de donn esProbl me  1ListesD clarations de situationProbl me  2Probl me  3Op rations math matiquesFormatage des cha nesProbl me  4Op rations de cha neProbl me  5BouclesProbl me  6Probl me  7FonctionsProbl me  8Cours pour les coursProbl me  9DictionnairesProbl me  10Biblioth quesPort eGestion de fichiersGUI'S,-1,Skillshare,"Taught by
Jack Donaldson",French,-1.0,https://www.classcentral.com/course/skillshare-guide-de-programmation-python-pour-debutants-34935
11741,1156,,Watercolor,Peindre une carte souvenir à l'aquarelle,IntroductionMat riel n cessairePlacer vos lieuxOrientations de la carteQuels objets allez vous ajouter Des objets pour esquisserDes objets pour la peintureD tails de la peintureAjouter des lavis de couleursLe lettrageIl est temps de passer au projet ,-1,Skillshare,"Taught by
Peggy Dean",French,-1.0,https://www.classcentral.com/course/skillshare-peindre-une-carte-souvenir-a-l-aquarelle-34938
11752,1167,,WordPress,Comment créer un site Web de portfolio pour concepteurs sur Wordpress avec outils gratuits en 1 jour,Dans ce cours  vous apprendrez comment transformer un fichier concepteur en un site Web de design clair dans Wordpress  Vous pouvez donc avoir votre propre portfolio de designers qui sera pr t    tre utilis J'utiliserai la version gratuite use dans ce cours  le constructeur de pages le plus populaire du monde  et j'utiliserai un th me gratuit  Cela signifie qu'il n'y a pas de co ts cach s dans ce cours  Vous avez un domaine dont vous avez besoin  qui co tant   l'argent  Mais si vous n'en avez pas  je vous montrerai un moyen facile de l'acqu rir une Ce qui diff re ce cours  est que je ne saispas pas pas seulement quelques mod les et je vous montre comment les modifier  comme beaucoup d'autres cours  mais je ne suis concepteur moi m me  Je connais donc la th orie qui se trouve derri re la conception et vous guidera du premier bouton   la derni re pi ce de texte  Si vous suivez toutes les vid os  vous aurez un nouveau site de portfolio apr s un jour  Il vous suffit de le changer en fonction de votre go t  puis vous avez termin   Avec les comp tences et les sites Web  vous aurez   la fin de ce cours  vous pouvez commencer   offrir des comp tences de vos sites Web aux autres autres comp tences  T l chargez les fichiers exercices   iciLes liens Elementor et d'h bergement sont ici   https livingwithpixels com links  liens de votre  tablissement sont situ s ici  https Google Fonts  https fonts google com Adobe Color   https color adobe com Mon Instagram personnel  https www instagram com rinodeboer ,-1,Skillshare,"Taught by
Rino De Boer",French,-1.0,https://www.classcentral.com/course/skillshare-comment-creer-un-site-web-de-portfolio-pour-concepteurs-sur-wordpress-avec-outils-gratuits-en-1-jour-34949
11779,1194,,Adobe Illustrator,"Dessin botanique : Apprenez à faire des ébauches de fleurs, et composez-les dans Adobe Illustrator",Introduction rapide au coursPREMI RE PARTIE   Les formes de base pour les d butantsTrouver le centreDessiner des centres magnifiquesDessiner   partir de vraies fleursDessiner   partir de votre m moireDessiner rapidement un ruban et une bande WashiDEUXI ME PARTIE   Num risationVectoriser votre  uvreNettoyage de votre  uvre d'artCr ez une jolie impression d'art simpleComposez vos fleurs en un bouquetCr ez une note de   Remerciements   rapideR utilisez vos dessins  Projet de cours,-1,Skillshare,"Taught by
Lisa Glanz",French,-1.0,https://www.classcentral.com/course/skillshare-dessin-botanique-apprenez-a-faire-des-ebauches-de-fleurs-et-composez-les-dans-adobe-illustrator-34976
11798,1213,,Adobe Premiere,Adobe Premiere Pro CC – Cours de formation sur les bases,Bonjour  je m'appelle Daniel Walter Scott et je suis un instructeur Adobe Certified Instructor I suis l  pour vous aider   apprendre Adobe Premiere Pro et   vous montrer les outils dont vous avez besoin pour devenir un montage vid o r ussi   Cours  tonnant  qui vaut les 16 heures de toutes les mani res possibles  Une excellente introduction au pays du montage vid o    Razeen Ali Premiere Pro est la norme de l'industrie utilis e par les designers professionnels pour cr er des vid os de qualit   tonnantes et de haut niveau  Apr s avoir termin  ce cours  vous pouvez  galement devenir un cr ateur s r  comp tent et efficace de vid os  tonnantes   Dan  vous  tes un excellent enseignant  Aimez la fa on dont vous avez organis  le cours est vraiment incroyable    Farhan Ce cours s'adresse aux personnes qui sont totalement novices dans Premiere Pro  Si vous  tes autodidacte   l'aide de Premiere  ce cours vous montrera les techniques dont vous n'avez jamais r v es n cessaires ou possibles et vous montrera des  conomies pour acc l rer votre flux de travail  Le cours couvre de nombreux sujets  tous  tape par  tape  Nous allons utiliser des exemples de montage vid o dans le monde r el pour travailler  Une interview Une vid o de mariage Un court documentaire Vid os de publicit  sur les r seaux sociaux Vid os YouTube  comment faire  Parler d'une s quence de t te  m lang e avec des captures d' cran et des voix off Nous allons travailler avec du texte  de l'animation  du mouvement gfx  des effets sp ciaux et ajouter de la musique   notre vid o  Nous apprendrons   corriger les couleurs     quilibrer les couleurs et   cr er des transitions vid o  tonnantes dans notre film  Les sujets techniques  guru  tels que HD v 4K  les images par seconde  l'exportation de travaux  la correction d'un mauvais audio  l' quilibrage et la synchronisation de l'audio deviendront des t ches g rables  Le mieux  Je vous montrerai d'incroyables raccourcis et techniques pour acc l rer votre flux de travail   Lorsque Daniel a publi  ce tutoriel  Il a eu envie de voir une notification pour une premi re de saison tr s attendue de mon  mission pr f r e  Merci pour vos tutoriels incroyables    Deanna Wong Tout au long du cours  nous allons travailler sur des mini projets  et je vous sugg rerai des projets qui ajouteront de la valeur   votre portfolio  Commencez d s maintenant votre formation Premiere Pro et suivez rapidement votre carri re de monteur vid o  Cliquez ici pour t l charger les fichiers d'exercice Cliquez ici pour t l charger les fichiers termin s,-1,Skillshare,"Taught by
Daniel Scott",French,-1.0,https://www.classcentral.com/course/skillshare-adobe-premiere-pro-cc-cours-de-formation-sur-les-bases-34995
11801,1216,,-1,Techniques de montage vidéo : un guide pratique pour créer des montages visuellement attrayants,Pr sentation du cours  c'est parti PROJET DE CLASSEPosez les bases de votre montage en utilisant l'histoireModifier la musique pour servir l'histoireConnecter des pistes musicales en utilisant le rythmeR gler l'audio sur le point z roR verb ration pour un montage musical flexibleSignaler son public avec de la musiqueMontages vid o partie 1Choisir les s lectionsMontages vid o partie 2Cr er le montage approximatif du projetCadence et rythmeTra age des yeuxAffiner le montage approximatifR capitulatif et merci ,-1,Skillshare,"Taught by
Sean Dykink",French,-1.0,https://www.classcentral.com/course/skillshare-techniques-de-montage-video-un-guide-pratique-pour-creer-des-montages-visuellement-attrayants-34998
11802,1217,,Procreate,Lettrage à la main dans Procreate : des principes de bases aux finitions,IntroPROJET DE CLASSEBases du lettrageTermes techniquesBases de ProcreateAper u du dessinLettres Sans S rifLettres S rifLettres en scriptLettres d'illustrationLettres d licatesConstruire des motsEncrage de votre  baucheAjouter de la couleurOmbres et d tailsLigaturesFiorituresGuide de styleExporterR flexions finales,-1,Skillshare,"Taught by
Gia Graham",French,-1.0,https://www.classcentral.com/course/skillshare-lettrage-a-la-main-dans-procreate-des-principes-de-bases-aux-finitions-34999
11805,1220,,Procreate,Introduction à l'aquarelle de fleurs dans Procreate,Introduction   l'aquarelle de fleurs dans ProcreateAper u du coursBonus   instructions d'installationConseils pour choisir la taille du fichier  la r solution et la couleurLa technique num rique du mouill  sur secFormes de feuilles communesFormes de p tales communesProjet 1 Gribouillages de fleurs sp cifiquesProjet 1 Gribouillages de fleurs communesProjet 1 Griffonnages de feuillageProjet 2 Structure d'un bouquet  quilibr Projet 2 Cr er un mod le de compositionProjet 2 Peindre des fleurs sauvages volantesProjet 2 Ajouter des feuillages   des touches de finitionMerci   Prochaines  tapes,-1,Skillshare,"Taught by
Teela Cunningham",French,-1.0,https://www.classcentral.com/course/skillshare-introduction-a-l-aquarelle-de-fleurs-dans-procreate-35002
11807,1222,,Procreate,Faites de l'aquarelle avec Procreate® - Créez une illustration stylisée et scientifique,IntroductionProjet du cours et fournituresPr sentation de ProcreateS lectionneur de couleursMode  cran partag Toiles sym triquesEsquisseBlocs de couleursMasquesD tailsSketch d'arri re planFinition et conclusions,-1,Skillshare,"Taught by
Sandra Bowers",French,-1.0,https://www.classcentral.com/course/skillshare-faites-de-l-aquarelle-avec-procreate-creez-une-illustration-stylisee-et-scientifique-35004
11813,1228,,-1,Découvrez Premier Pro et apprenez à monter une vidéo tutoriel pour débutants,IntroductionL'interface Premiere ProMontage principalMontage plans de coupePrincipes de base du cadrageG n rique de finCorrection des couleurs et  talonnageMontage audio  principes de base Export,-1,Skillshare,"Taught by
Hallease Narvaez",French,-1.0,https://www.classcentral.com/course/skillshare-decouvrez-premier-pro-et-apprenez-a-monter-une-video-tutoriel-pour-debutants-35010
11831,1246,,Procreate,Créer des aquarelles botaniques douces dans Procreate,Salut et welome   mon troisi me Skillshareclass J'aime simplement dessiner dans procreate  mais j'aime  galement l'aspect authentique  en l'aquarelle  Alors pourquoi ne combiner ces deux deux  Dans ce cours  je vous apprendrai   cr er des botanics stylis s mais avec une aquarelle r alis e  il vous suffit de vous sentir sans le d sordre des autres bouches d'encre  pinceaux et papier Je vous fournirons une aquarelle sp ciale qui est vraiment en fait important pour obtenir une touche d'aquarelle r aliste et non num rique  Je vous partagerai  galement un tr s petit pinceau et une couleur botanique Vous les trouverez dans la section projet de classe  Assurez vous que vous  tes dans votre navigateur les t l chargez les et pas dans l'application Skillshare Vous aurez  galement besoin d'un Ipad avec procreate et d'un stylet sensible   la pression ,-1,Skillshare,"Taught by
Brenda Bakker",French,-1.0,https://www.classcentral.com/course/skillshare-creer-des-aquarelles-botaniques-douces-dans-procreate-35028
11834,1249,,Watercolor,Aquarelle : peindre des légumes,IntroductionProjet de coursMat riaux n cessairesCarottesRadisBrocoliTomateLes prochaines  tapes,-1,Skillshare,"Taught by
Peggy Dean",French,-1.0,https://www.classcentral.com/course/skillshare-aquarelle-peindre-des-legumes-35031
11838,1253,,Self Improvement,Comment être plus heureux : masterclass sur le stoïcisme,Bande annonce du coursBienvenue au coursLa dichotomie du contr lePr m diter l'adversit Inconfort volontaireUne vue d'en hautJournalingCol reFaire face aux critiquesRichesse  argent et statutAmour et relationsAcceptationR flexions finalesBONUS Parcours de perte de poids sto que,-1,Skillshare,"Taught by
Ali Abdaal",French,-1.0,https://www.classcentral.com/course/skillshare-comment-etre-plus-heureux-masterclass-sur-le-stoicisme-35035
11840,1255,,-1,Superbe conception graphique : Créer un art typographique émouvant et captivant,IntroductionL' motion et l'artPrincipes de base de la conception graphiqueChoisir des r f rencesConfigurer vos artboardsChoisir vos policesCr er votre premi re conceptionCr er votre deuxi me conceptionAjouter des  l ments d'illustrationChoisir vos couleursAjouter des textures et les touches finalesR flexions finales,-1,Skillshare,"Taught by
Sophia Yeshi",French,-1.0,https://www.classcentral.com/course/skillshare-superbe-conception-graphique-creer-un-art-typographique-emouvant-et-captivant-35037
11891,1306,,Critical Thinking,Exercer son esprit critique à l’ère informationnelle,Aujourd hui  notamment du fait de l essor des technologies  nous sommes en permanence assaillis par une multitude d'informations  Pourtant  beaucoup d entre elles semblent peu fiables voire volontairement mensong res  comme les fake news  Ainsi  m me si nous n avons jamais  t  aussi bien inform s qu avec Internet et les r seaux sociaux  la soci t  fait paradoxalement face   un ph nom ne de d sinformation   Comment exercer son esprit critique dans ce contexte et pour quels enjeux   Pourquoi les fake news et les th ories complotistes peuvent elles nous appara tre s duisantes    Tout au long de ce cours constitu  de vid os  d interventions d expert es et d activit s vari es  vous allez appr hender le ph nom ne de d sinformation  en comprendre les ressorts et les mani res de le contrer  Une premi re  tape du cours sera d identifier les divers biais cognitifs qui nuisent au raisonnement critique et   les reconna tre dans vos propres jugements  Puis  vous analyserez la diffusion des fake news   comment circulent elles   Quels sont leurs impacts sur le plan individuel et collectif     En termes de comp tences vous apprendrez des strat gies pour reconna tre les fausses informations et trouver des sources fiables  Vous analyserez le m canisme cognitif de flexibilit  cognitive  et enfin  vous apprendrez des strat gies concr tes afin de d velopper votre vigilance informationnelle ,University of Geneva,Coursera,"Taught by
Mireille Bétrancourt and Emmanuel Sander",French,4.7,https://www.classcentral.com/course/esprit-critique-35099
11895,1310,,Mental Health,Premiers secours Psychologiques: Version pour l’Afrique,Reconna tre les signes de probl mes psychologiques caus s par la pand mie Cette formation apprend aux intervenants de premi re ligne comment reconna tre quand les personnes touch es par la pand mie de COVID 19 sont en d tresse et comment leur fournir des premiers secours psychologiques  PSP  Elle est sp cialement con ue pour les premiers intervenants travaillant en Afrique et correspond aux diff rentes situations de sant  rencontr es dans les pays africains  Apprendre les premiers secours psychologiques pour les intervenants de premi re ligne La formation aux PSPS est recommand e dans le monde entier pour aider les personnes en situation d urgence  Dans ce cours  vous d couvrirez les PSP et comment ils peuvent constituer une forme de prise en charge psychologique  Vous serez form s   l utilisation des PSP pour offrir un soutien pratique et  motionnel aux autres personnes  Identifier comment traiter les effets psychologiques de la COVID  19 Explorer les cons quences mentales de la pand mie de COVID 19 en Afrique et apprendre   reconna tre les personnes pr sentant un risque accru de d tresse  En identifiant les moyens de prendre soin de vous et des autres premiers intervenants  vous apprendrez comment travailler dans les situations d urgence et comment assurer un soutien psychosocial dans les situations de crise  Cette formation est destin e aux professionnels et aux b n voles de premi re ligne ou essentiels travaillant en contact avec le public pendant la pand mie de COVID 19 dans les pays africains  Aucune qualification pr alable n est n cessaire  L approche des PSP est adapt e aux contextes   faible revenu et aux mod les de prestation de soins de sant  communautaires  Qui a cr  ce cours  Public Health England est sp cialis  dans la protection de la sant  et les interventions d urgence  Cette formation a  t  r dig e et r vis e par des experts du domaine et est sp cialement adapt e pour  tre utilis e par les premiers intervenants travaillant dans les pays africains  Public Health England est sp cialis  dans la protection de la sant  et les interventions d urgence  Cette formation a  t  r dig e et r vis e par des experts du domaine et est sp cialement adapt e pour  tre utilis e par les premiers intervenants travaillant dans les pays africains ,Public Health England,FutureLearn,"Taught by
Alice W",French,-1.0,https://www.classcentral.com/course/premiers-secours-psychologiques-version-pour-lafr-35104
11931,1346,,Finance,Modèle d'estimation de l'écart de TVA RA-GAP,Dans ce cours en ligne  vous d couvrirez les notions th oriques sur lesquelles repose la conception du mod le d'estimation de l cart de taxe sur la valeur ajout e  TVA  du Programme d analyse des  carts du Fonds mon taire international   l intention des administrations fiscales   en outre  vous apprendrez   utiliser ce mod le afin de produire vos propres estimations de l cart de TVA  Vous vous familiariserez avec sa structure g n rale et le mode d'interaction de ses composantes  Vous apprendrez quelles sont les donn es n cessaires au mod le ainsi que la fa on de les  tablir et vous verrez comment le mod le les utilise pour calculer la TVA potentielle  qui est compar e   la TVA effective pour d terminer l cart de TVA  Le cours en ligne comprend cinq composantes principales  qualifi es de modules  Le premier module commence par donner un aper u g n ral du concept d cart fiscal  puis expose la th orie sur laquelle s appuie la conception du mod le d'estimation de l cart de TVA  Le deuxi me module explique comment les divers syst mes de TVA doivent  tre int gr s au mod le  Le troisi me module donne des indications sur l tablissement des diff rentes mesures de la TVA effective en vue de leur int gration au mod le et explique pourquoi elles sont n cessaires  Le quatri me module est consacr    l laboration des donn es statistiques dont on a besoin pour calculer l assiette de la TVA potentielle et indique comment elle est int gr e au mod le  Le dernier module montre comment ex cuter le mod le pour obtenir les r sultats et  surtout  comment les analyser et les interpr ter  En bref  le cours est con u pour permettre aux pays d effectuer r guli rement et sur la m me base des estimations de l cart de TVA en se servant du mod le d'estimation de l' cart de TVA du programme RA GAP du FMI  qui est bien  tabli  Ce cours en ligne est offert par le FMI avec le soutien financier du gouvernement japonais ,International Monetary Fund,edX,"Taught by
Eric Hutton, Martin Knudsen and Kanar Ahmed",French,-1.0,https://www.classcentral.com/course/french-vgapx-35144
12310,1725,,Java,Devenez développeur Java,Apprendre le langage Java facilement  45 exercices corrig s inclus  What you'll learn  R alisez une application Java  tape par  tape au long du cours  Maitrisez les fondements de la programmation orient e objet   partir de Java 8Installez et utilisez la machine virtuelle JavaExploitez les fondamentaux du langage tels que les op rateurs  les variables ou les structures de contr leMettez en oeuvre les concepts propres   l'objet tels que l'h ritage  l'interfa age ou le polymorphismeUtilisez des concepts des versions les plus r centes comme les structures it ratives foreach  les ellipses  l'auto boxing unboxing ou encore les types  num r sConstituez des ensemble sous forme de tableaux ou de collections de diff rentes naturesG rez les cas alternatifs de traitement ainsi que les erreurs d'ex cutionTravaillez avec un environnement de d veloppementEn bonus  Devenez incollable en astrophysique   Vous voulez devenir D VELOPPEUR JAVA et vous ne savez pas PAR QUOI COMMENCER  Vous  tes au bon endroit  Apprenez   programmeravec Java avec ce cours de r f rence  Simple rapide  ludique et pratique avec de nombreux exercices auto corrig sCouvrel'ensemble des concepts indispensable pour r aliser votre premi re application JavaPr sent  par un professionnel et enseignant de pr s de20 ans d'exp rienceVous serezguid  pas   pas sur le chemin de la r ussite gr ce   une progression p dagogique efficace Chaque chapitre traite d'un et un seul concept   un cours clair et pr cisChaque conceptfait le plus souvent l'objet d'un atelierd di    mettez vos nouvelles connaissances en pratique imm diatement  Inclut des tonnes de contenus additionnels  AnimationsVid os YouTubeDocuments et pages web compl mentaires Fond  sur Java 8 il faitcependant l' conomie des concepts complexes introduits dans cette version et non indispensablepour les d butants  comme la programmation fonctionnelle par exemple  L'int gralit  du cours est compatible avec les versions ult rieures de Java  incluant Java 11 et 17 Suivez les45 ateliers de l'application  fil rouge  sur le th me de l'espace et de la conqu te spatiale Le cours s'inscrit dans un cursus complet de formation pour d veloppeurs Java  Devenez d veloppeur Java  ce cours Travaux pratiques JavaLibrairies Java et Intro MavenJava EE   Devenez d veloppeur d'applications Web Java Bien d marrer avec Spring et Spring Boot,-1,Udemy,"Taught by
Jean-Philippe EHRET",French,4.6,https://www.classcentral.com/course/udemy-cours-complet-de-programmation-java-pour-de-35530
12436,1851,,Adobe After Effects,Formation Complète After Effects CC en 24h,Cette formation compl te vous permettra de bien d buter et devenir un expert sur After Effects CC  What you'll learn  Tout After Effects dans les moindres d tailsLe Motion Design  l'Animation  les Effets Sp ciauxD couvrir comment am liorer et embellir vos vid osToutes les techniques et effets utilis s dans After EffectsStabiliser un plan  enlever ou ajouter des  l mentsL'incrustation sur fond vertDevenir un expert et autonome sur After Effects Bienvenue sur cette formationAfter Effectsen vid o qui va vous permettre de bien d buter avec le logiciel d'animation et de trucage vid o d'Adobe Cette formation  d di e aux d butants et aux amateurs souhaitant se perfectionner  vous permettra de devenir totalement autonome et un expert du Motion Design  des trucages num riques et de l'animation After Effects  tant extr mement dense dans ses possibilit s  cette formation est la seule   vous proposer une approche compl te  similaire   ce que vous pourrez apprendre dans une  cole d'animation sur plusieurs ann es  Que ce soit par curiosit  pour vous sp cialiser  vous reconvertir professionnellement  elle r pondra   toutes vos attentes Pourquoi After Effects   LeMotion Graphics et leseffets visuels deviennent de plus en plus pr cieux et important dans toute vid o cr e Apprendre   cr er ces animations en utilisant Adobe After Effects est devenu essentiel Les talents pour cr er ce genre d'animations et d'effets sont de plus en plus demand s dans diff rents domaines  cin ma  vid os Youtube  soci t s d'animation Cette formation va vous permettre de D couvrir l'interface du logiciel et toutes les parties qui le compose de mani re exhaustive Vous familiariser avec les techniques d'animation  la cr ation de forme  et manipuler le temps D couvrir comment transformer chaque  l ment et les rendre visuellement int ressants Conna tre tous les effets visuelspossibles avec ce logiciel Laisser libre court   votre imagination sans contraintes Proposer et diffuser vos cr ations visuels en 2D ou 3D Manipuler une vid o  la stabiliser  ajouter ou enlever des  l ments Faire une incrustation sur fond vert etc Et tout  a n'est qu'une partie de tout ce que vous allez d couvrir Et en fin de formation vous d couvrirez 4 ateliers pratiques pour mettre en application tout ce que vous aurez appris La cr ation d'un Split Screen Dynamique pour dynamiser vos vid os La cr ation d'un Texte Tremblant pour jouer avec la typographie et ses effets La r alisation d'un Logo Anim  et les bases du Motion Design La r alisation d'un Time Freeze avec la cr ation d'une cam ra virtuelle et la d couverte de plugins externes   After Effects  mais l'effet est r alisable sans Ce cours vous offre la chance de comprendre  de pratiquer et de d velopper vos comp tences en tant qu'artiste des effets visuels et du mouvement Si vous suivez ce cours en entier obtenez votre certification de fin de formation   ajouter dans votre CV et profil LinkedIn Cette formation est r alis e sur la version CC 2017 d'After Effects  mais est r guli rement mise   jour pour suivre l' volution du logiciel Donc je vous dis   tr s bient t pour cette formation ,-1,Udemy,"Taught by
Sébastien ARMAND",French,4.3,https://www.classcentral.com/course/udemy-formation-complete-after-effects-cc-2017-35656
12557,1972,,HTML & CSS,Styles HTML - CSS,Dans ce cours d'une heure  bas  sur un projet vous apprendrez  la d finition des feuilles de style en cascade   CSS   comment on peut ajouter CSS  aux documents HTML et  vous apprendrez quelques propri t s  CSS comme les bordures  la couleur la taille   A la fin de ce projet  vous serez capable d' crire une page HTML  en ajoutant CSS de trois mani res  et d'utiliser les propri t s  CSS Bordure CSS Couleur ,Coursera Project Network,Coursera,"Taught by
Mirna Saad",French,-1.0,https://www.classcentral.com/course/styles-html-css-35785
12558,1973,,HTML & CSS,Formulaire HTML,Dans ce cours d'une heure  bas  sur un projet vous apprendrez une mani re pratique de demander de l'information   un utilisateur et de les aderesser   un serveur web  A la fin de ce projet  vous serez capable d'utiliser les formulaires en HTML  et ses  l ments tels que l' l ment input avec ses diff rents types  l' l ment label  les boutons radio et cases   cocher et le bouton submit ,Coursera Project Network,Coursera,"Taught by
Fatima Youssef",French,-1.0,https://www.classcentral.com/course/formulaire-html-35787
12667,2082,,Python,Python par la pratique : 101 Exercices Corrigés,Montez en comp tence sur des dizaines de notions d'algorithmique avec ces 101 exercices Python concrets   What you'll learn  D velopper un esprit de r solution de probl mesApprendre des fonctions et techniques m connuesD couvrir des moyens d'optimiser son codeComprendre le fonctionnement d'un algorithmeR soudre des dizaines d'exercices allant de d butant   avanc Mesurer son niveau en Python en fonction du taux de r ussite aux exercices Dans cette formation  vous allez devoir r soudre 101 exercices Python Chaque exercice dispose d'une solution sous forme de code  avec une explication d taill e du processus derri re le code et des points importants   retenir ORGANISATIONDUCOURSLes exercices sont class s en trois cat gories par ordre de difficult    d butant  interm diaire et avanc Chaque exercice contient un  nonc  qui vous permettra de vous lancer dans la r solution du probl me Cette formation tire avantage de la plateforme Udemy en vous permettant de tester votre code directement sur le site afin de v rifier s'il fonctionne o  non    la mani re des sites tels que CodeCademy  CodeWars ou CodeCombat  cette formation vous permettra donc de tester vos connaissances et vos acquis en Python   travers une multitude d'exercices directement dans la formation LESEXERCICESLes exercices propos s couvrent un large  ventail des fonctionnalit s de Python et se trouvent sous diff rentes formes Des exercices de base pour s'assurer que vous ma trisez le langage  d clarer des variables  cr er des structures conditionnelles  utiliser des boucles Des exercices pour d couvrir des fonctionnalit s avanc s Du code qui contient des bugs que vous devrez trouver et corriger Des exercices dans lesquels vous devrez mettre en place des algorithmes LESPR REQUISIl est pr f rable pour vous d'avoir d j  un minimum de connaissances de base en Python pour pouvoir r soudre les exercices Cependant  vous n' tes pas oblig  d'avoir un niveau avanc  pour suivre la formation En effet  en regardant la solution et les explications vous pourrez aussi bien apprendre de nouvelles techniques que si vous suiviez un cours th orique Apr s tout  on n'apprends jamais mieux qu'avec un exemple  qui sont en nombre dans cette formation POURQUOIUNCOURSUNIQUEMENTCOMPOS D'EXERCICES  Pour expliquer l'int r t d'un cours uniquement pratique  je vais utiliser une analogie avec le passage du permis de conduire  Dans les premiers cours de conduite  vous  tes guid s par l'instructeur et vous vous concentrez sur le maniement de la voiture et les diff rentes commandes   votre disposition  C'est l' quivalent d'un cours th orique sur les bases de Python Puis vient un moment o  l'instructeur vous 'l che dans la nature' et vous devenez alors responsable de prendre toutes les d cisions  C'est souvent un choc car jusqu'  pr sent vous  tiez habitu    vous faire guider et vous n'aviez pas   r fl chir par vous m me C'est ce que ce cours cherche   vous faire apprendre  Vous avez les commandes du v hicules et c'est   vous de passer   l'action afin d'avancer vers la prochaine  tape Si vous avez l'impression de bien conna tre Python mais ne vous sentez pas encore pr t   en faire votre m tier ce cours vous aidera   mettre la main   la p te et vous pourrez ainsi mieux mesurer votre niveau d'autonomie par rapport au langage ,-1,Udemy,"Taught by
Thibault Houdon | Formateur et développeur Python, Docstring | Formations Python en ligne and GIRAUD Sophie",French,4.4,https://www.classcentral.com/course/udemy-python-exercices-35899
12674,2089,,Artificial Intelligence,Intelligence Artificielle de A à Z,Combinez la puissance des Data Sciences  du Machine Learning et du Deep Learning pour cr er des IA redoutables    What you'll learn  Cr er une IAComprendre la th orie sous jacente   l'Intelligence ArtificielleFaire une voiture autonome virtuelleCr er des IAs qui battent les humains   certains jeuxR soudre des probl mes r els   l'aide d'une IAMa triser l'art de la conception de mod les   IALe Q LearningLe Deep Q LearningLe Deep Q Learning   ConvolutionA3C Vous apprendrez les concepts cl s de l'IA ainsi que d velopperez l'intuition qui vous permettra d' tre rapidement capable de concevoir vos propres IA  Comment d marrer la cr ation d'une IA sans aucune connaissance pr alable de code   l'aide de Python Comment utiliser OpenAI Gym pour apprendre le plus rapidement possible Comment optimiser vos IAs afin qu'elles atteignent leur potentiel maximal dans le monde r el Voici ce que vous apprendrez dans ce cours  1  De parfait d butant   expert en Intelligence Artificielle   Vous apprendrez   cr er des IA autonomes et capables d' voluer dans de nombreux environnements diff rents  En partant d'une page blanche  nous coderons et expliquerons ensemble chaque ligne de code permettant de cr er une IA  Ainsi  vous pourrez non seulement comprendre exactement comment elle fonctionne  mais en plus  vous serez capable de reproduire les exemples pour vos propres projets 2  Templates de code   Dans chaque chapitre  nous vous donnons acc s   tous les templates de code que nous utilisons  et expliquons  Ainsi  lorsque vous cr ez un nouveau projet  pas la peine de red marrer de z ro  Vous pouvez directement reprendre le template  l'adapter rapidement  et observer votre nouvelle IA  3  Vid os intuitives   Plut t que de d velopper des  quations math matiques sur des pages et des pages  nous apportons une attention toute particuli re   l'intuition derri re la th orie afin que vous compreniez ce que vous faites et soyez capable d' tre autonomes lorsque vous voudrez am liorer vos algorithmes  4  Applications concr tes   Dans ce cours  vous serez amen s   cr er une IA non pas sur 1  ni 2  mais sur 3 jeux diff rents   Dans chaque module  dont la complexit  va aller en s'acroissant  l'IA que vous b tirez sera capable d'apprendre comment le jeu fonctionne  et   force d'accumuler de l'exp rience  va r ussir   remplir les objectifs que vous lui donnerez  Ces applications vous permettront de vraiment mettre la main   la patte et de pratiquer vos connaissances nouvellement acquises 5  Aide directe   Nous nous sommes engag s   rendre ce cours le plus accessible possible afin d'enseigner l'IA   un maximum de personnes  C'est pourquoi  si vous avez besoin d'aide  nous serons l  pour vous  pauler  Posez une question sur le point bloquant que vous ne comprenez pas  et nous vous apporterons la solution ,-1,Udemy,"Taught by
Hadelin de Ponteves and Charles Bordet",French,4.5,https://www.classcentral.com/course/udemy-intelligence-artificielle-az-35906
